Upload X-ray image,Top K similar images,Top similar images,timestamp
.gradio\flagged\Upload X-ray image\d4bc0b3b71c03012d76f\COVID-10.png,5,"[{""image"": "".gradio\\flagged\\Top similar images\\0355e862b328dd8d8e81\\image.webp"", ""caption"": ""Class: COVID | Distance: 0.0724""}, {""image"": "".gradio\\flagged\\Top similar images\\64b6856f07eac27c6900\\image.webp"", ""caption"": ""Class: COVID | Distance: 0.5426""}, {""image"": "".gradio\\flagged\\Top similar images\\5860d1a35da207bf7fb2\\image.webp"", ""caption"": ""Class: Normal | Distance: 0.6309""}, {""image"": "".gradio\\flagged\\Top similar images\\b6719212f4b6366c2467\\image.webp"", ""caption"": ""Class: COVID | Distance: 0.8339""}, {""image"": "".gradio\\flagged\\Top similar images\\2bcbaa1e67773401e2b2\\image.webp"", ""caption"": ""Class: COVID | Distance: 1.0885""}]",2025-06-16 04:27:47.420014
